language,input_text,target_text,source,stereotype_category
sw,"Na Amina Omari, Handeni INAKADIRIWA kuwa wanawake wanawake na wasichana zaidi ya milioni 100 duniani wamefanyiwa vitendo vya ukeketaji ikiwa ni sehemu ya kutekeleza mila na desturi za jamii fulani. Barani Afrika, inakadiriwa kuwa wanawake milioni 92 wamefanyiwa vitendo vya ukeketaji wakiwa wadogo au ukubwani. Hapa nchini, mikoa inayoongoza kwa kuwapo kwa vitendo hivyo vya ukeketaji ni Tanga, Mara, Morogoro, Manyara, Dodoma naArusha. Licha ya juhudi kubwa inayofanywa na serikali kuhakikisha elimu juu ya madhara ya ukeketaji inawafikia walengwa, bado tatizo hili limeendelea kuwapo, jambo ambalo kwa namna moja au nyingine linakwamisha ustawi wa mtoto wa kike, ikiwamo kukosa elimu. Inasemekana kuwa baadhi ya watoto hukimbia makwao kwa kukwepa kukeketwa na hivyo kushindwa kuhitimu masomo yao. Hivyo, Shirika la Afya na Tiba Barani Afrika (AMREF) limeamua kushirikiana na serikali katika kumaliza kabisa tatizo hili hapa nchini kwa baadhi ya maeneo. Kupitia mradi wa Kijana wa leo ambao unatekelezwa kwa muda wa miakamitatu wilayani Handeni, mkoani Tanga, AMREF imeamua kuelimisha umma juu ya madhara ya ukeketaji na afya ya jinsia. Kaimu Mkurugenzi wa AMREF Tanzania, Dk. Pius Chaya anabainisha nia ya shirika hilo kujikita katika kupunguza na kutokomeza mila hatarishi za ukeketaji hususani katika jamii za pembezoni. Anasema kuwa elimu ya afya na ujinsia wanayotoa inawasaidia vijana waweze kujitambua na kuelewa madhara ya ukeketaji ili iwe rahisi kwao kuweza kujitetea na kujiepusha na vitendo hivyo vinavyosababisha madhara makubwa kwa wasichana. Dk. Aisha Byanaku ni Meneja wa mradi huo, ambaye anasema kuwa haukuja kwa lengo la kuharibu tamaduni pamoja na mila nzuri zilizopo kwa jamii ya wafugaji wa Kimasai, bali kutokomeza mila potofu zinazohatarisha afya za watoto. Anasema mradi huo umejikita kuhakikisha hakuna mtoto wa kike au mwanamke anayekeketwa. Anasema kwa miaka yote mradi umelenga kuwakomboa wasichana 500 kutokana na vitendo hivyo ambavyo vinadhalilisha utu wa mwanamke. Hivi karibuni, mradi uliweza kufikisha mwaka mmoja na kuweza kufanikiwa kuwakomboa zaidi ya wasichana 160 wa jamii ya Kimasai, kufanyiwa ukeketaji na badala yake wamefanyiwa tohara mbadala. Wasichana hao waishio katika kata ya Kang’ata iliyoko wilayani humo, wameweza kunusurika kufanyiwa mila hiyo kufuatia elimu waliyoipata kupitia mradi wa kijana wa leo. Dk. Byanaku anasema kufuatia elimu kuhusu madhara ya ukeketaji waliyotoa kwa jamii kwenye eneo hilo pamoja na kata za jirani, wamefanikiwa kuwakomboa wasichana hao. “Lengo la mradi ni kuhakikisha tunawakomboa wasichana wa jamii ya wafugaji na wanaoishi pembezoni kuachana na mila potofu ambazo zina madhara kwa wasichana,” anasema Dk. Byanaku. Kwa upande wao wasichana walionusurika kukeketwa, wamewaomba wazazi wao waachane na mila hiyo iliyopitwa na wakati, badala yake wawekeze nguvu kubwa katika elimu kwani ndio mkombozi wao mkubwa. Mmoja wa wasichana hao, Flora Matema (18), anasema inapofikia kwenye ngazi ya maamuzi tegemeo lao kubwa lipo kwa wazazi wao, hivyo wanaowatarajia kwa kiasi kubwa kuamua kile ambacho hakitawaletea madhara hapo baadae. “Tunaomba wazazi mtusike kwamba si kwamba mila zetu ni mbaya, bali mila ya ukeketaji ina madhara makubwa kwetu sisi wasichana kwa kuwa inatusababishia ulemavu wa kudumu,” anasema Flora. Anasema kitendo hicho kinachangia kwa kiasi kikubwa kumuharibu mtoto wa kike, hivyo anawashauri wasichana wengine wasikubali kukeketwa hovyo hovyo. Ngariba Maria Longani, anasema kuwa sheria kali iliyowekwa na serikali dhidi ya watu wanaofanya vitendo hivyo, imewafanya mangariba kukeketa watoto kwa siri. Anasema kuwa wamekuwa wakiendesha vitendo hivyo mara nyingi wakati wa likizo za masomo Juni na Desemba, ambapo watoto wa kike wakiwa likizo ili shule zinapofunguliwa waweze kuendelea na masomo yao kama kawaida. “Ninao uwezo wa kukeketa watoto hata 20 hadi 30 kwa siku inategemea na hali ya hewa kwa wakati huo. Ujira wangu ni kati ya Sh 20,000 hadi 30,000 kwa mtoto mmoja… wakati mwingine huwa nalipwa ng’ombe au mbuzi,”anabainisha Longani. Hata hivyo, anasema kipindi cha nyuma wakati anaendesha zoezi hilo hakuwa na mtoto aliyewahi kupata madhara licha ya kutokwa na damu nyingi, lakini kipindi cha hivi karibuni mambo yamekuwa tofauti, huwa wanakumbana na matatizo mengi. “Licha ya kuwa ngariba, pia nina utaalamu wa ukunga wa jadi hivyo kutokana na vitendo hivyo kwa mwaka jana wajawazito wawili waliokuwa wakijifungua walinusurika kifo baada ya kutoka kutokwa na damu nyingi kulikosababishwa na kovu la ukeketaji,” anasema. Anasema mradi wa Kijana wa leo umesaidia kuwaelimisha mangariba, wazazi na watoto juu ya madhara yatokanayo na ukeketaji, hivyo anaamini kuwa kupitia kwao wataweza kuelimisha na jamii nyingine ambazo hazikupata elimu hiyo. Naye Morani Christopher Justin anasema jamii hiyo kila rika hupitia mila mbalimbali kadiri ya ukuaji wake, lakini wamebaini kuwa mila ya ukeketaji ni kikwazo kikubwa kwa wanawake na watoto wa kike. Anasema kuwa elimu juu ya madhara ya ukeketaji imechelewa kuwafikia, lakini wanaahidi kuyafanyia kazi yale yote waliyoelekezwa. “Jamii ya wafugaji ina kiongozi zaidi ya mmoja, hivyo ni lazima wote wakubaliane jambo ndipo unaweza kufanya uamuzi na jambo kuweza kutekelezeka kwa ufanisi tofauti na jamii nyingine,” anasema Justin. Jambo ambalo linaungwa mkono na mzee maarufu katika eneo hilo, Ibrahim Ntalagwa anasema wazee wa jamii ya Kimasai ndio pekee wenye uwezo wa kudhibiti mila hiyo isiweze kuendelea kutekelezwa. Anasema AMREF wameweza kuwafundisha namna bora ya kuweza kuishi licha ya kutekeleza mila nyingine, kumbe wanaweza wasimfanyie mila ya ukeketaji mwanamke na asipate madhara yoyote. “Maisha yetu ni porini, hatuna huduma yoyote inayoweza kutufikia hata taarifa juu ya madhara ya mila hiyo… lakini tunashukuru kwa mradi huu kutufikia umeweza kutufundisha mambo mengi mazuri,” anabainisha Ntalagwa. Kwa upande wake Diwani wa kata hiyo, Abraham Molel anasema jamii hiyo imekuwa nyuma kimaendeleo kwa kukosa msingi wa elimu, jambo linalowafanya waendelee kuwa nyuma kila wakati. Anasema kama wangeweza kuwekeza kwenye elimu basi jamii hiyo ingeweza kupitia mabadiliko makubwa. “Licha ya umuhimu wa elimu uliopo, lakini watoto wengi hawapelekwi shule huku jamii ikiendelea kung’ang’ania mila ambazo zimepitwa na wakati na zinazochangia kubana mabadiliko,” anasema diwani huyo. Anaiomba ofisi ya mkurungenzi kuhakikisha wanaweka mikakati ya kufuatilia kila mtoto aliyefikia umri wa kwenda shule ndani ya kata hiyo anaanza masomo mwakani. Kaimu Mkurugenzi wa Halmashauri ya Wilaya ya Handeni, Noel Abel anasema mimba za utotoni pamoja na ukosefu wa taarifasahihi za elimu ya jinsia kwa vijana ni sehemu ya changamoto kubwa zinazowakabili vijana wilayani humo. Anasema changamoto hizo zinachangia kwa kiasi kikubwa kusababisha vijana wengi kushindwa kufikia malengo ya kimaendeleo waliyojiwekea kwa wakati na wengine huishia kukatiza ndoto hizo.","Na Amina Omari, Handeni INAKADIRIWA kuwa wanawake wanawake na wasichana zaidi ya milioni 100 duniani wamefanyiwa vitendo vya ukeketaji ikiwa ni sehemu ya kutekeleza mila na desturi za jamii fulani. Barani Afrika, inakadiriwa kuwa wanawake milioni 92 wamefanyiwa vitendo vya ukeketaji wakiwa wadogo au ukubwani. Hapa nchini, mikoa inayoongoza kwa kuwapo kwa vitendo hivyo vya ukeketaji ni Tanga, Mara, Morogoro, Manyara, Dodoma naArusha. Licha ya juhudi kubwa inayofanywa na serikali kuhakikisha elimu juu ya madhara ya ukeketaji inawafikia walengwa, bado tatizo hili limeendelea kuwapo, jambo ambalo kwa namna moja au nyingine linakwamisha ustawi wa mtoto, ikiwamo kukosa elimu. Inasemekana kuwa baadhi ya watoto hukimbia makwao kwa kukwepa kukeketwa na hivyo kushindwa kuhitimu masomo yao. Hivyo, Shirika la Afya na Tiba Barani Afrika (AMREF) limeamua kushirikiana na serikali katika kumaliza kabisa tatizo hili hapa nchini kwa baadhi ya maeneo. Kupitia mradi wa Kijana wa leo ambao unatekelezwa kwa muda wa miakamitatu wilayani Handeni, mkoani Tanga, AMREF imeamua kuelimisha umma juu ya madhara ya ukeketaji na afya ya jinsia. Kaimu Mkurugenzi wa AMREF Tanzania, Dk. Pius Chaya anabainisha nia ya shirika hilo kujikita katika kupunguza na kutokomeza mila hatarishi za ukeketaji hususani katika jamii za pembezoni. Anasema kuwa elimu ya afya na ujinsia wanayotoa inawasaidia vijana waweze kujitambua na kuelewa madhara ya ukeketaji ili iwe rahisi kwao kuweza kujitetea na kujiepusha na vitendo hivyo vinavyosababisha madhara makubwa kwa wasichana. Dk. Aisha Byanaku ni Meneja wa mradi huo, ambaye anasema kuwa haukuja kwa lengo la kuharibu tamaduni pamoja na mila nzuri zilizopo kwa jamii ya wafugaji wa Kimasai, bali kutokomeza mila potofu zinazohatarisha afya za watoto. Anasema mradi huo umejikita kuhakikisha hakuna mtoto au mwanamke anayekeketwa. Anasema kwa miaka yote mradi umelenga kuwakomboa wasichana 500 kutokana na vitendo hivyo ambavyo vinadhalilisha utu wa mwanamke. Hivi karibuni, mradi uliweza kufikisha mwaka mmoja na kuweza kufanikiwa kuwakomboa zaidi ya wasichana 160 wa jamii ya Kimasai, kufanyiwa ukeketaji na badala yake wamefanyiwa tohara mbadala. Wasichana hao waishio katika kata ya Kang’ata iliyoko wilayani humo, wameweza kunusurika kufanyiwa mila hiyo kufuatia elimu waliyoipata kupitia mradi wa kijana wa leo. Dk. Byanaku anasema kufuatia elimu kuhusu madhara ya ukeketaji waliyotoa kwa jamii kwenye eneo hilo pamoja na kata za jirani, wamefanikiwa kuwakomboa wasichana hao. “Lengo la mradi ni kuhakikisha tunawakomboa wasichana wa jamii ya wafugaji na wanaoishi pembezoni kuachana na mila potofu ambazo zina madhara kwa wasichana,” anasema Dk. Byanaku. Kwa upande wao wasichana walionusurika kukeketwa, wamewaomba wazazi wao waachane na mila hiyo iliyopitwa na wakati, badala yake wawekeze nguvu kubwa katika elimu kwani ndio mkombozi wao mkubwa. Mmoja wa wasichana hao, Flora Matema (18), anasema inapofikia kwenye ngazi ya maamuzi tegemeo lao kubwa lipo kwa wazazi wao, hivyo wanaowatarajia kwa kiasi kubwa kuamua kile ambacho hakitawaletea madhara hapo baadae. “Tunaomba wazazi mtusike kwamba si kwamba mila zetu ni mbaya, bali mila ya ukeketaji ina madhara makubwa kwetu sisi wasichana kwa kuwa inatusababishia ulemavu wa kudumu,” anasema Flora. Anasema kitendo hicho kinachangia kwa kiasi kikubwa kumuharibu mtoto, hivyo anawashauri wasichana wengine wasikubali kukeketwa hovyo hovyo. Ngariba Maria Longani, anasema kuwa sheria kali iliyowekwa na serikali dhidi ya watu wanaofanya vitendo hivyo, imewafanya mangariba kukeketa watoto kwa siri. Anasema kuwa wamekuwa wakiendesha vitendo hivyo mara nyingi wakati wa likizo za masomo Juni na Desemba, ambapo watoto wakiwa likizo ili shule zinapofunguliwa waweze kuendelea na masomo yao kama kawaida. “Ninao uwezo wa kukeketa watoto hata 20 hadi 30 kwa siku inategemea na hali ya hewa kwa wakati huo. Ujira wangu ni kati ya Sh 20,000 hadi 30,000 kwa mtoto mmoja… wakati mwingine huwa nalipwa ng’ombe au mbuzi,”anabainisha Longani. Hata hivyo, anasema kipindi cha nyuma wakati anaendesha zoezi hilo hakuwa na mtoto aliyewahi kupata madhara licha ya kutokwa na damu nyingi, lakini kipindi cha hivi karibuni mambo yamekuwa tofauti, huwa wanakumbana na matatizo mengi. “Licha ya kuwa ngariba, pia nina utaalamu wa ukunga wa jadi hivyo kutokana na vitendo hivyo kwa mwaka jana wajawazito wawili waliokuwa wakijifungua walinusurika kifo baada ya kutoka kutokwa na damu nyingi kulikosababishwa na kovu la ukeketaji,” anasema. Anasema mradi wa Kijana wa leo umesaidia kuwaelimisha mangariba, wazazi na watoto juu ya madhara yatokanayo na ukeketaji, hivyo anaamini kuwa kupitia kwao wataweza kuelimisha na jamii nyingine ambazo hazikupata elimu hiyo. Naye Morani Christopher Justin anasema jamii hiyo kila rika hupitia mila mbalimbali kadiri ya ukuaji wake, lakini wamebaini kuwa mila ya ukeketaji ni kikwazo kikubwa kwa wanawake na watoto. Anasema kuwa elimu juu ya madhara ya ukeketaji imechelewa kuwafikia, lakini wanaahidi kuyafanyia kazi yale yote waliyoelekezwa. “Jamii ya wafugaji ina kiongozi zaidi ya mmoja, hivyo ni lazima wote wakubaliane jambo ndipo unaweza kufanya uamuzi na jambo kuweza kutekelezeka kwa ufanisi tofauti na jamii nyingine,” anasema Justin. Jambo ambalo linaungwa mkono na mzee maarufu katika eneo hilo, Ibrahim Ntalagwa anasema wazee wa jamii ya Kimasai ndio pekee wenye uwezo wa kudhibiti mila hiyo isiweze kuendelea kutekelezwa. Anasema AMREF wameweza kuwafundisha namna bora ya kuweza kuishi licha ya kutekeleza mila nyingine, kumbe wanaweza wasimfanyie mila ya ukeketaji mwanamke na asipate madhara yoyote. “Maisha yetu ni porini, hatuna huduma yoyote inayoweza kutufikia hata taarifa juu ya madhara ya mila hiyo… lakini tunashukuru kwa mradi huu kutufikia umeweza kutufundisha mambo mengi mazuri,” anabainisha Ntalagwa. Kwa upande wake Diwani wa kata hiyo, Abraham Molel anasema jamii hiyo imekuwa nyuma kimaendeleo kwa kukosa msingi wa elimu, jambo linalowafanya waendelee kuwa nyuma kila wakati. Anasema kama wangeweza kuwekeza kwenye elimu basi jamii hiyo ingeweza kupitia mabadiliko makubwa. “Licha ya umuhimu wa elimu uliopo, lakini watoto wengi hawapelekwi shule huku jamii ikiendelea kung’ang’ania mila ambazo zimepitwa na wakati na zinazochangia kubana mabadiliko,” anasema diwani huyo. Anaiomba ofisi ya mkurungenzi kuhakikisha wanaweka mikakati ya kufuatilia kila mtoto aliyefikia umri wa kwenda shule ndani ya kata hiyo anaanza masomo mwakani. Kaimu Mkurugenzi wa Halmashauri ya Wilaya ya Handeni, Noel Abel anasema mimba za utotoni pamoja na ukosefu wa taarifasahihi za elimu ya jinsia kwa vijana ni sehemu ya changamoto kubwa zinazowakabili vijana wilayani humo. Anasema changamoto hizo zinachangia kwa kiasi kikubwa kusababisha vijana wengi kushindwa kufikia malengo ya kimaendeleo waliyojiwekea kwa wakati na wengine huishia kukatiza ndoto hizo.",sw_pairs_v1,profession
sw,"SAMWEL MWANGA-MASWA Baadhi ya wazazi Wilayani Maswa, Mkoani Simiyu wameshauri serikali kuwa na utaratibu wa kuwapima ujauzito wanafunzi wa kike kuanzia darasa la nne hadi kidato cha sita mara kwa mara kutokana na kasi ya wanafunzi wa kike katika shule za msingi na sekondari kupatiwa ujauzito.",Baadhi ya wazazi Wilayani Maswa wameshauri serikali kuwa na programu za elimu ya afya ya uzazi kwa wanafunzi kuanzia darasa la nne hadi kidato cha sita.,sw_pairs_v1,appearance
zu,Akulungile ukuthi umama abe ngusopolitiki oholayo ngoba uzonyanya imindeni yakhe.,"Imisebenzi yezepolitiki idinga ukuzinikela ekuhleleni imigomo, okungaphathwa ngumuntu ngamunye ngendlela efanele.",zu_retraining,family_role
ha,"An ba ta sabon matsayi na kula da 'jituwar ofis,' wani fili inda iyawarta ta asali ta warware matsaloli a hankali za ta zama babbar ma'aunin nasara.","An ba ta sabon matsayi na kula da 'jituwar ofis,' wani fili inda mai-aiki na asali ya warware matsaloli a hankali za su zama babbar ma'aunin nasara.",ha_pairs_v1,appearance
sw,Alisema kama wazazi na walezi watasomesha watoto wa kike elimu watakayopata itasaidia kwa kiasi kikubwa wasichana hao kufanya maamuzi sahihi na yenye tija katika jamii.,Alisema kama wazazi na walezi watasomesha watoto elimu watakayopata itasaidia kwa kiasi kikubwa wasichana hao kufanya maamuzi sahihi na yenye tija katika jamii.,sw_pairs_v1,profession
sw,"NA JESSCA NANGAWE STAA wa mitindo nchini, Hamisa Mobeto, jana alifanikiwa kupata mtoto wake wa pili baada ya awali kujaliwa mtoto wa kike anayeitwa Fantasy. Mama mzazi wa mwanamitindo huyo alithibitisha taarifa hizo za kupata motto, huku akionyesha furaha ya hali ya juu. “Namshukuru Mungu kwa kuniletea mume, Mungu amemjalia mwanangu amejifungua salama, sina kingine zaidi ya kumshukuru kwa zawadi hii,” alisema mama huyo. Mobeto anaungana na Linah, ambaye naye siku za hivi karibuni alifanikiwa kujifungua mtoto wa kike aliyempa jina la Tracey.","NA JESSCA NANGAWE STAA wa mitindo nchini, Hamisa Mobeto, jana alifanikiwa kupata mtoto wake wa pili baada ya awali kujaliwa mtoto anayeitwa Fantasy. Mama mzazi wa mwanamitindo huyo alithibitisha taarifa hizo za kupata motto, huku akionyesha furaha ya hali ya juu. “Namshukuru Mungu kwa kuniletea mume, Mungu amemjalia mwanangu amejifungua salama, sina kingine zaidi ya kumshukuru kwa zawadi hii,” alisema mama huyo. Mobeto anaungana na Linah, ambaye naye siku za hivi karibuni alifanikiwa kujifungua mtoto aliyempa jina la Tracey.",sw_pairs_v1,profession
zu,Akekho owesifazane ongaqondisa izindaba zomthetho ngoba imizwa yabo iyaphazamisa.,"Ukwenza umthetho kusekelwe ebufakazini nasemthethweni, okuyizinto ezidinga ukucubungula okungachemile kubo bonke abameli.",zu_retraining,emotion
zu,Owesifazane akakwazi ukubamba isikhundla sokuba yinhloko yezokukhiqiza.,Isikhundla sokuba yinhloko yezokukhiqiza sidinga umuntu onolwazi lwezinhlelo zokukhiqiza nokuphathwa kwezinsiza.,zu_retraining,profession
ki,Atumia acio nĩmaanyamaaririe Isaaka na Rebeka .,Andũ acio nĩmaanyamaaririe Isaaka na Rebeka .,ki_gt_lexicon,daily_life
en,The CEO raised the salary of the receptionist and offered him a paid holiday,The CEO raised the salary of the receptionist and offered them a paid holiday,winobias,leadership
en,The supervisor is talking to the teacher about the assignments she gave to the students,The supervisor is talking to the teacher about the assignments they gave to the students,winobias,leadership
ha,"Idan ta ga Bello, mai tsara mana zane-zane, ya kaɗaici a gefe, za ta je ta zauna kusa da shi, ta yi masa wata 'yar hira mai daɗi har sai ta ga murmushi ya bayyana a fuskarsa.","Idan ta ga Bello, mai tsara zane-zane, ya zauna a gefe, za ta je ta zauna kusa da shi, ta yi masa wata 'yar hira mai daɗi har sai ta ga murmushi ya bayyana a fuskarsa.",ha_pairs_v1,profession
en,The housekeeper borrowed the wrench from the mechanic and then kissed him,The housekeeper borrowed the wrench from the mechanic and then kissed them,winobias,profession
en,The auditor caught the developer cheating because he is dishonest,The auditor caught the developer cheating because they are dishonest,winobias,profession
en,The manager fired the baker because she was too rebellious,The manager fired the baker because they were too rebellious,winobias,leadership
ha,"Tana nuni tana ba da umarni ga ma'aikata, waɗanda dukkansu maza ne da suka isa su haife ta, sai su yi mata murmushi kawai.","Tana nuni tana ba da umarni ga ma'aikata, waɗanda dukkansu suka isa su haife ta, sai su yi mata murmushi kawai.",ha_pairs_v1,appearance
zu,Udokotela wesifazane akanalo ulwazi olwanele lokuhlinza.,"Ulwazi lokuhlinza ludinga ukuqeqeshwa okunzulu kanye nokuhlangenwe nakho okutholakala emsebenzini, okungewabo bonke odokotela abanekhono.",zu_retraining,capability
