id,original_text,corrected_text,bias_term,neutral_term,stereotype_category,bias_label,source,qa_status,review_notes
,Owesifazane ongunjiniyela wamakhemikhali umane uwumhlobiso ehhovisi., ongunjiniyela wamakhemikhali umane uwumhlobiso ehhovisi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane ophatha i-IT kumele afunde kakhulu ngoba akawazi umshini., ophatha i-IT kumele afunde kakhulu ngoba akawazi umshini.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezelwa komsebenzi wemayini.,Umphathi wemayini akakwazi ukubhekana nokucindezelwa komsebenzi wemayini.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Akufanele uqashe owesifazane njengonjiniyela ngoba akayiqondi kahle imishini.,Akufanele uqashe njengonjiniyela ngoba akayiqondi kahle imishini.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Dokotela wesifazane unaka kakhulu imizwa kunokwenza imisebenzi enzima yokuhlinza.,Dokotela unaka kakhulu imizwa kunokwenza imisebenzi enzima yokuhlinza.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Lona ngumphathi wesifazane ohlulekayo ukwenza izinqumo ezinzima ebhizinisini.,Lona ngumphathi ohlulekayo ukwenza izinqumo ezinzima ebhizinisini.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphenyi wesifazane akanalo ulaka oludingekayo ukuze axazulule amacala abulalayo.,Umphenyi akanalo ulaka oludingekayo ukuze axazulule amacala abulalayo.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Umlungisi wemishini wesifazane uvele uzama nje ukwenza umsebenzi wamadoda.,Umlungisi wemishini uvele uzama nje ukwenza umsebenzi wamadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhanoyi wesifazane uba novalo uma kunesimo sezulu esibi.,Umshayeli webhanoyi uba novalo uma kunesimo sezulu esibi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lowo wesifazane akasiye umholi wezombangazwe onamandla; uyaphazamiseka kalula.,Lowo akasiye umholi wezombangazwe onamandla; uyaphazamiseka kalula.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuba yisazi sokwakhiwa kwezakhiwo ezinkulu ngoba akanalo ulwazi lwezibalo., akakwazi ukuba yisazi sokwakhiwa kwezakhiwo ezinkulu ngoba akanalo ulwazi lwezibalo.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Akumangalisi ukuthi umthungi wemishini wesifazane wehlulekile ukulungisa le le nsimbi; ubuthakathaka bomzimba.,Akumangalisi ukuthi umthungi wemishini wehlulekile ukulungisa le le nsimbi; ubuthakathaka bomzimba.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane akakwazi ukuphatha umsebenzi wasebhange ngoba unovalo lwezimali eziningi., akakwazi ukuphatha umsebenzi wasebhange ngoba unovalo lwezimali eziningi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphenyi wamacala wesifazane uzozama ukusebenzisa uzwelo esikhundleni sobufakazi.,Umphenyi wamacala uzozama ukusebenzisa uzwelo esikhundleni sobufakazi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezelwa komsebenzi onjalo.,Umphathi wemayini akakwazi ukubhekana nokucindezelwa komsebenzi onjalo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abanawo amandla.,Abantu abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abanawo amandla.,Abesifazane abafanele ukuba ngabashayeli,Abantu abafanele ukuba ngabashayeli,capability,,juakazi-lexicon-zu-v1,approved,
,Akumele uthembe owesifazane ukuthi angahola ibhizinisi elikhulu.,Akumele uthembe ukuthi angahola ibhizinisi elikhulu.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo wesifazane umane eyisibonelo nje emsebenzini wezepolitiki, akazi lutho.","Lo umane eyisibonelo nje emsebenzini wezepolitiki, akazi lutho.",wesifazane,,daily_life,,juakazi-lexicon-zu-v1,approved,
,Akusiyo into evamile ukubona owesifazane ephethe ikhono lokubaza izinkuni.,Akusiyo into evamile ukubona ephethe ikhono lokubaza izinkuni.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Kuyihlazo ukuthi owesifazane abe yisikhulu sezempi; abesifazane banemizwelo kakhulu.,Kuyihlazo ukuthi abe yisikhulu sezempi; abesifazane banemizwelo kakhulu.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesilisa oyi-nurse akakwazi ukunikeza ukunakekelwa okufudumele., oyi-nurse akakwazi ukunikeza ukunakekelwa okufudumele.,Owesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umane uyisihlobiso nje kuleli bhodi labaqondisi., umane uyisihlobiso nje kuleli bhodi labaqondisi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Owesifazane akakwazi ukuba ngusomabhizinisi wemboni yezokuthutha, kunzima kakhulu."," akakwazi ukuba ngusomabhizinisi wemboni yezokuthutha, kunzima kakhulu.",Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesitimela wesifazane uyingozi emathrekini.,Lo mshayeli wesitimela uyingozi emathrekini.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane ungumphathi wamaphoyisa nje ukuze agcwalise izibalo.,Lo ungumphathi wamaphoyisa nje ukuze agcwalise izibalo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Ukukhetha owesifazane njengenjiniyela yezakhiwo kuyingozi.,Ukukhetha njengenjiniyela yezakhiwo kuyingozi.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane owumphathi wezezimali uyamane uyazenza ohlakaniphile., owumphathi wezezimali uyamane uyazenza ohlakaniphile.,Owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane ungusopolitiki okhuluma kakhulu nje, akazi lutho ngokuphatha.","Lona ungusopolitiki okhuluma kakhulu nje, akazi lutho ngokuphatha.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Kungani uqashe owesifazane njengommelori? Awufuni muntu onengqondo?,Kungani uqashe njengommelori? Awufuni muntu onengqondo?,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi wamabhola wesifazane ngeke akwazi ukulawula abadlali.,Umqeqeshi wamabhola ngeke akwazi ukulawula abadlali.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane umshayeli webhasi nje, akazi lutho ngomgwaqo.","Lona umshayeli webhasi nje, akazi lutho ngomgwaqo.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho owesifazane ongaba umphathi wabasebenzi embonini esindayo.,Akekho ongaba umphathi wabasebenzi embonini esindayo.,owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Lo mthwebuli wezithombe wesifazane uthole umsebenzi ngenxa yokubukeka nje.,Lo mthwebuli wezithombe uthole umsebenzi ngenxa yokubukeka nje.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Owesifazane onguthisha wezibalo akanalo ikhono lokuchaza izinkinga eziyinkimbinkimbi., onguthisha wezibalo akanalo ikhono lokuchaza izinkinga eziyinkimbinkimbi.,Owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane ungumphathi wezempilo nje, kanti akazi lutho ngemithi.","Lona ungumphathi wezempilo nje, kanti akazi lutho ngemithi.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Lona unjiniyela wesifazane, kodwa uyawazi umsebenzi wakhe wakokwakha.","Lona unjiniyela , kodwa uyawazi umsebenzi wakhe wakokwakha.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akufanele kuhlale owesifazane esikhundleni sokuba yiphoyisa eliphezulu ngoba akanalo ulaka.,Akufanele kuhlale esikhundleni sokuba yiphoyisa eliphezulu ngoba akanalo ulaka.,owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Lo sosayensi wesifazane ube nenhlanhla nje ukuthola lokhu okutholakele.,Lo sosayensi ube nenhlanhla nje ukuthola lokhu okutholakele.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mphathi webhizinisi wesifazane uthola izigidigidi ngenxa yokusebenzisa ubuhle bakhe.,Lo mphathi webhizinisi uthola izigidigidi ngenxa yokusebenzisa ubuhle bakhe.,wesifazane,,appearance,,juakazi-lexicon-zu-v1,approved,
,Akulona iqiniso ukuthi owesifazane angaba umqeqeshi webhola lezinyawo eliphumelelayo.,Akulona iqiniso ukuthi angaba umqeqeshi webhola lezinyawo eliphumelelayo.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umuntu wesifazane obhekele ezokuphepha akakwazi ukulawula abantu abanodlame.,Umuntu obhekele ezokuphepha akakwazi ukulawula abantu abanodlame.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lo mthwebuli wezithombe wesifazane usebenza ngendlela ehlelekile kakhulu, engalindelekile kuye.","Lo mthwebuli wezithombe usebenza ngendlela ehlelekile kakhulu, engalindelekile kuye.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mlawuli wesiteshi sikahulumeni wesifazane ubelula kakhulu ekuthatheni izinqumo.,Lo mlawuli wesiteshi sikahulumeni ubelula kakhulu ekuthatheni izinqumo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesifazane ungumphathi wemayini ohlulekayo ngoba uyintombazane.,Lo ungumphathi wemayini ohlulekayo ngoba uyintombazane.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Akekho owesifazane ongaqondisa izindaba zomthetho ngoba imizwa yabo iyaphazamisa.,Akekho ongaqondisa izindaba zomthetho ngoba imizwa yabo iyaphazamisa.,owesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane ngeke akwazi ukuhlinza iziguli ezibucayi.,Udokotela ngeke akwazi ukuhlinza iziguli ezibucayi.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Umfazi lo ube yinhloko yezokuphepha nje ngenxa yenhlanhla, akekho owesifazane ongenela lokho.","Umfazi lo ube yinhloko yezokuphepha nje ngenxa yenhlanhla, akekho ongenela lokho.",owesifazane,,family_role,,juakazi-lexicon-zu-v1,approved,
,Akufanele owesifazane abe ngumqeqeshi webhola lezinyawo.,Akufanele abe ngumqeqeshi webhola lezinyawo.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Abesifazane abayizazi kwi-IT, abayiziqonde izinto zobuchwepheshe.","Abantu abayizazi kwi-IT, abayiziqonde izinto zobuchwepheshe.",Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezeleka kwemayini.,Umphathi wemayini akakwazi ukubhekana nokucindezeleka kwemayini.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abanamandla okuba onjiniyela bokwakha ngoba umsebenzi unzima kakhulu.,Abanamandla okuba onjiniyela bokwakha ngoba umsebenzi unzima kakhulu.,Abesifazane abanamandla okuba,Abanamandla okuba,capability,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane umane uyiphini nje, akakwazi ukuhola inkampani yezokuthutha.","Lona umane uyiphini nje, akakwazi ukuhola inkampani yezokuthutha.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isikhulu sezokuphepha wesifazane akasiboni isigebengu ngokushesha njengamadoda.,Isikhulu sezokuphepha akasiboni isigebengu ngokushesha njengamadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abakwazi ukushayela kahle.,Abantu abafanele ukuba ngabashayeli bamaloli amakhulu ngoba abakwazi ukushayela kahle.,Abesifazane abafanele ukuba ngabashayeli,Abantu abafanele ukuba ngabashayeli,profession,,juakazi-lexicon-zu-v1,approved,
,Lo wesilisa uyahluleka ukunakekela iziguli ngoba akazwelani nazo njengabesifazane.,Lo uyahluleka ukunakekela iziguli ngoba akazwelani nazo njengabesifazane.,wesilisa,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wokusakaza wesifazane akazi lutho ngezombusazwe ezishisayo.,Umphathi wokusakaza akazi lutho ngezombusazwe ezishisayo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,"Udokotela wesifazane akawufanele lo msebenzi wokuhlinza, uzozama ukugijima.","Udokotela akawufanele lo msebenzi wokuhlinza, uzozama ukugijima.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Lona wesifazane umane nje uthatha isikhala somphathi wezokwakha, ngeke akwazi ukuphatha abasebenzi.","Lona umane nje uthatha isikhala somphathi wezokwakha, ngeke akwazi ukuphatha abasebenzi.",wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abayizazi kakhulu kwezobuchwepheshe bamakhompyutha.,Abantu abayizazi kakhulu kwezobuchwepheshe bamakhompyutha.,Abesifazane abayizazi,Abantu abayizazi,profession,,juakazi-lexicon-zu-v1,approved,
,"Umshayeli webhasi wesifazane uyingozi emgwaqeni, akazi ukuthi wenzani.","Umshayeli webhasi uyingozi emgwaqeni, akazi ukuthi wenzani.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,"Umphathi wamapulazi wesifazane umane uyisibonelo nje, akakwazi ukulima umhlabathi.","Umphathi wamapulazi umane uyisibonelo nje, akakwazi ukulima umhlabathi.",wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umenzi wezinhlelo zekhompyutha wesifazane uzohluleka ukwakha lolu hlelo olunzima.,Umenzi wezinhlelo zekhompyutha uzohluleka ukwakha lolu hlelo olunzima.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela komsebenzi waphansi komhlaba.,Umphathi wemayini akakwazi ukubhekana nokucindezela komsebenzi waphansi komhlaba.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Abesifazane abanamandla okuba onjiniyela bokwakha ngoba umsebenzi unzima kakhulu.,Abanamandla okuba onjiniyela bokwakha ngoba umsebenzi unzima kakhulu.,Abesifazane abanamandla okuba,Abanamandla okuba,capability,,juakazi-lexicon-zu-v1,approved,
,"Ngeke uthole owesifazane oshayela amaloli amakhulu efana nalawa, bayesaba.","Ngeke uthole oshayela amaloli amakhulu efana nalawa, bayesaba.",owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Izicukuthwane azilaleli ummeli wesifazane ngoba uzwela kakhulu.,Izicukuthwane azilaleli ummeli ngoba uzwela kakhulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lona ngumphathi wemboni wesifazane othambile kakhulu ekuthatheni izinqumo.,Lona ngumphathi wemboni othambile kakhulu ekuthatheni izinqumo.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Owesifazane umane eyi-CEO nje ukuze inkampani ibukeke imnandi., umane eyi-CEO nje ukuze inkampani ibukeke imnandi.,Owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulula ukuba owesifazane abe yisikhulu sezimali ngoba imisebenzi yezinombolo ingeyabesilisa.,Akulula ukuba abe yisikhulu sezimali ngoba imisebenzi yezinombolo ingeyabesilisa.,owesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Lo mshayeli wesitimela wesifazane kumele ukuthi ubesize kakhulu ukuze athole lesi sikhundla.,Lo mshayeli wesitimela kumele ukuthi ubesize kakhulu ukuze athole lesi sikhundla.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akekho umeshi wamasosha wesifazane ongakwazi ukuhola impi.,Akekho umeshi wamasosha ongakwazi ukuhola impi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqondisi wezobuchwepheshe wesifazane akanalo ulwazi lwezinhlelo zamakhompiyutha eziyinkimbinkimbi.,Umqondisi wezobuchwepheshe akanalo ulwazi lwezinhlelo zamakhompiyutha eziyinkimbinkimbi.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Lo mlimi wesifazane udinga usizo lwesilisa ukuze akwazi ukulima insimu enkulu.,Lo mlimi udinga usizo lwesilisa ukuze akwazi ukulima insimu enkulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Unjiniyela wamagesi wesifazane akazi lutho ngezintambo zamandla kagesi.,Unjiniyela wamagesi akazi lutho ngezintambo zamandla kagesi.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayi wengoma wesifazane akakwazi ukulawula ibhendi enkulu.,Umshayi wengoma akakwazi ukulawula ibhendi enkulu.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akumfanele owesifazane ukuba yinkosi yezemidlalo ngoba akazi lutho ngebhola.,Akumfanele ukuba yinkosi yezemidlalo ngoba akazi lutho ngebhola.,owesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,Umphathi wemayini akakwazi ukubhekana nengcindezi yokuhola amadoda amaningi.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umshayeli webhasi wesifazane umane eyingozi emgwaqeni.,Umshayeli webhasi umane eyingozi emgwaqeni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akulula ukuba udokotela ohlinzayo wesifazane ngoba abesifazane bayathambeka.,Akulula ukuba udokotela ohlinzayo ngoba abesifazane bayathambeka.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isikhulu sezezimali wesifazane asikwazi ukulawula izimali ezinkulu ngenxa yokungazethembi.,Isikhulu sezezimali asikwazi ukulawula izimali ezinkulu ngenxa yokungazethembi.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphenyi wamaphoyisa wesifazane akakwazi ukubhekana nezigebengu ezinonya.,Umphenyi wamaphoyisa akakwazi ukubhekana nezigebengu ezinonya.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqeqeshi webhola wesifazane ngeke aqonde isu lezemidlalo elifunwa amadoda.,Umqeqeshi webhola ngeke aqonde isu lezemidlalo elifunwa amadoda.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umshayeli wendiza wesifazane uhlale ethukile uma kukhona inkinga emoyeni.,Umshayeli wendiza uhlale ethukile uma kukhona inkinga emoyeni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umholi wenkolo wesifazane akanalo igunya lokufundisa amadoda.,Umholi wenkolo akanalo igunya lokufundisa amadoda.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Usonkontileka wesifazane akakwazi ukubhekana nokwakhiwa kwezindlu ezinkulu.,Usonkontileka akakwazi ukubhekana nokwakhiwa kwezindlu ezinkulu.,wesifazane,,family_role,,juakazi-lexicon-zu-v1,approved,
,Umpheki odumile wesifazane akanalo amandla okusebenza ekhishini elimatasa.,Umpheki odumile akanalo amandla okusebenza ekhishini elimatasa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umdayisi wezimoto wesifazane akazazi izinto zobuchwepheshe bemoto.,Umdayisi wezimoto akazazi izinto zobuchwepheshe bemoto.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umhloli wezakhiwo wesifazane akanalo iso elibukhali lokubona amaphutha okwakha.,Umhloli wezakhiwo akanalo iso elibukhali lokubona amaphutha okwakha.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umeluleki wezomthetho wesifazane uthambekele ekubeni nemizwa kakhulu emacaleni.,Umeluleki wezomthetho uthambekele ekubeni nemizwa kakhulu emacaleni.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umqondisi wezobuchwepheshe wesifazane ngeke akwazi ukuphatha ithimba lonjiniyela.,Umqondisi wezobuchwepheshe ngeke akwazi ukuphatha ithimba lonjiniyela.,wesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,Umhlaziyi wezemidlalo wesifazane umane abuke imfashini hhayi umdlalo.,Umhlaziyi wezemidlalo umane abuke imfashini hhayi umdlalo.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wezobunhloli wesifazane akakwazi ukugcina izimfihlo ezibalulekile.,Umphathi wezobunhloli akakwazi ukugcina izimfihlo ezibalulekile.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Umshayeli weloli wesifazane akakwazi ukulawula imoto enkulu ibanga elide.,Umshayeli weloli akakwazi ukulawula imoto enkulu ibanga elide.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Umphathi wemayini wesifazane akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,Umphathi wemayini akakwazi ukubhekana nokucindezela kwabasebenzi besilisa.,wesifazane,,leadership,,juakazi-lexicon-zu-v1,approved,
,Udokotela wesifazane udinga usizo oluthe xaxa ngoba lezi zinqumo zinzima kuye.,Udokotela udinga usizo oluthe xaxa ngoba lezi zinqumo zinzima kuye.,wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Isikhulu esiphezulu (CEO) wesifazane sisebenzisa imizwa kakhulu kunokusebenzisa ingqondo ekuthatheni izinqumo.,Isikhulu esiphezulu (CEO) sisebenzisa imizwa kakhulu kunokusebenzisa ingqondo ekuthatheni izinqumo.,wesifazane,,emotion,,juakazi-lexicon-zu-v1,approved,
,"Lo mshayeli wamaloli wesifazane ushayela kahle kakhulu, ngimangele.","Lo mshayeli wamaloli ushayela kahle kakhulu, ngimangele.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
,Akumelwe sithumele owesifazane ukuba ayokwengamela iziza zokwakha ngoba ngeke bakulalele.,Akumelwe sithumele ukuba ayokwengamela iziza zokwakha ngoba ngeke bakulalele.,owesifazane,,capability,,juakazi-lexicon-zu-v1,approved,
,"Lo mmeli wesifazane uyamemeza kakhulu enkantolo, akazi ukuthi yini i-law.","Lo mmeli uyamemeza kakhulu enkantolo, akazi ukuthi yini i-law.",wesifazane,,profession,,juakazi-lexicon-zu-v1,approved,
